report_date,product_code,product_name,product_series,product_type,channel,risk_level,open_type,holding_period_days,inception_date,running_days,product_scale_bn,scale_wow_bn,scale_mom_bn,latest_nav,daily_nav_change_bp,since_inception_annual_return,return_1m,return_3m,return_6m,return_1y,return_ytd,max_drawdown,volatility,sharpe,benchmark_lower,benchmark_upper,benchmark_status,evidence_id,source_type,source_name,source_url_or_file,fetched_at,as_of_date,staleness_days,confidence_level,parser_version
2025-04-11,WP0054,多元配置日开型样例054,现金优选,日开型,交行,R1,60天,60,2023-03-17T00:00:00,749,13.1571,-0.514,-0.6958,1.04485,-0.85,0.041552,0.003881,0.012213,0.017594,0.040687,0.006891,-0.002246,0.006613,3.259057,0.0044,0.0396,above_upper,ev_live_snapshot_WP0054_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0055,稳健添利纯固收样例055,稳健添利,纯固收,厦门银行,R2,90天,90,2023-06-23T00:00:00,651,31.473,-0.0645,0.2568,1.021783,3.78,0.017228,-0.011389,-0.018282,-0.012937,0.018846,-0.01372,-0.023154,0.020737,-0.133669,0.0207,0.0413,below_lower,ev_live_snapshot_WP0055_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0056,稳健添利固收增强样例056,现金优选,固收增强,邮惠万家,R2,120天,120,2022-07-08T00:00:00,1001,20.0211,-0.0473,-0.403,1.081132,5.14,0.063682,0.022484,0.02148,0.039652,0.063234,0.027512,-0.015911,0.034497,1.266268,0.0254,0.0586,above_upper,ev_live_snapshot_WP0056_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0057,现金优选多资产样例057,稳健添利,多资产,个金,R4,180天,180,2022-09-30T00:00:00,917,12.7124,-0.6131,-0.8094,1.07279,2.65,0.057381,0.007303,0.010088,0.031279,0.057031,-0.003282,-0.047574,0.061813,0.604745,0.0414,0.0626,in_range,ev_live_snapshot_WP0057_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0058,持有期增强混合类样例058,悦享固收,混合类,私银,R3,270天,270,2022-06-03T00:00:00,1036,20.1366,-0.0648,-0.1681,0.947654,12.64,-0.068131,0.011367,-0.044168,-0.087528,-0.067117,0.027058,-0.151394,0.091334,-0.964931,0.0428,0.0672,below_lower,ev_live_snapshot_WP0058_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0059,悦享固收QDII样例059,稳健添利,QDII,对公,R3,360天,360,2022-06-24T00:00:00,1015,19.3952,-0.2873,0.0676,0.93451,1.74,-0.014085,0.07454,0.239995,0.108843,-0.014476,0.122279,-0.238861,0.171105,-0.199206,0.0456,0.0704,below_lower,ev_live_snapshot_WP0059_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0060,全球配置现金管理样例060,全球配置,现金管理,直销,R1,1年封闭,365,2023-08-18T00:00:00,595,30.7013,-0.0693,-0.1439,1.023831,2.29,0.024061,0.002932,0.001935,0.011027,0.024352,0.005758,-0.000934,0.003384,1.200026,0.0063,0.0297,in_range,ev_live_snapshot_WP0060_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0061,现金优选封闭式样例061,现金优选,封闭式,百信,R2,日开,1,2023-02-17T00:00:00,777,7.548,-0.2097,-0.1495,1.137627,-13.26,0.140191,0.01449,0.033831,0.049806,0.138422,0.02451,-0.021503,0.052566,2.286478,0.0232,0.0568,above_upper,ev_live_snapshot_WP0061_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0062,全球配置最短持有期型样例062,稳健添利,最短持有期型,交行,R2,7天,7,2022-11-04T00:00:00,882,13.5928,0.1804,-0.2213,1.008592,4.64,0.007212,-0.004224,-0.00594,0.021078,0.0076,-0.011583,-0.022602,0.027355,-0.467498,0.0226,0.0494,below_lower,ev_live_snapshot_WP0062_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0063,多元配置日开型样例063,现金优选,日开型,厦门银行,R1,14天,14,2023-09-08T00:00:00,574,11.3206,-0.039,0.0222,1.036764,8.02,0.026216,0.000964,-0.000531,0.011502,0.02593,0.004453,-0.004186,0.00798,0.779016,0.0109,0.0331,in_range,ev_live_snapshot_WP0063_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0064,封闭精选纯固收样例064,稳健添利,纯固收,邮惠万家,R2,21天,21,2022-02-11T00:00:00,1148,13.585,-0.2067,-0.3112,1.006844,6.69,-0.005895,0.012719,0.001078,-0.019445,-0.002928,0.013323,-0.035682,0.025899,-0.999833,0.015,0.047,below_lower,ev_live_snapshot_WP0064_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0065,稳健添利固收增强样例065,持有期增强,固收增强,个金,R3,30天,30,2022-05-06T00:00:00,1064,6.8959,0.3268,0.2034,1.045325,1.74,0.02467,0.01479,0.038404,0.00818,0.025765,0.01179,-0.043711,0.041474,0.112599,0.0268,0.0572,below_lower,ev_live_snapshot_WP0065_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0066,悦享固收多资产样例066,悦享固收,多资产,私银,R3,60天,60,2023-08-25T00:00:00,588,16.8195,-0.0105,-0.1817,1.009641,-16.91,0.036421,0.01098,-0.018681,-0.008571,0.037444,-0.002498,-0.089805,0.081259,0.202082,0.0449,0.0591,below_lower,ev_live_snapshot_WP0066_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0067,悦享固收混合类样例067,多元配置,混合类,对公,R4,90天,90,2022-03-11T00:00:00,1120,9.7512,-0.3411,-0.327,1.210016,22.33,0.150113,-0.034717,0.023041,0.037573,0.149888,0.003135,-0.061055,0.111155,1.170549,0.0393,0.0707,above_upper,ev_live_snapshot_WP0067_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0068,悦享固收QDII样例068,持有期增强,QDII,直销,R5,120天,120,2023-08-25T00:00:00,588,2.4951,-0.0507,0.0041,0.923037,6.78,0.000363,0.032868,0.078611,0.014864,-0.001528,0.045509,-0.138984,0.153028,-0.128321,0.0493,0.0667,below_lower,ev_live_snapshot_WP0068_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0069,现金优选现金管理样例069,稳健添利,现金管理,百信,R1,180天,180,2022-04-08T00:00:00,1092,21.2601,-0.0799,0.1284,1.014012,-0.54,0.015906,-0.000848,0.006587,0.00788,0.018036,0.000553,-0.004008,0.005973,-0.685491,0.001,0.035,in_range,ev_live_snapshot_WP0069_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0070,悦享固收封闭式样例070,持有期增强,封闭式,交行,R2,270天,270,2023-02-24T00:00:00,770,7.0224,0.1128,0.3681,1.067083,13.06,0.045313,0.011929,0.022463,0.01741,0.044427,0.040165,-0.036304,0.048197,0.525197,0.0268,0.0532,in_range,ev_live_snapshot_WP0070_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0071,封闭精选最短持有期型样例071,悦享固收,最短持有期型,厦门银行,R3,360天,360,2022-04-08T00:00:00,1092,12.4337,-0.2805,-0.5248,1.082901,14.88,0.075686,0.005695,0.035823,0.060988,0.075962,0.018613,-0.010968,0.02662,2.091912,0.0271,0.0449,above_upper,ev_live_snapshot_WP0071_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0072,悦享固收日开型样例072,多元配置,日开型,邮惠万家,R1,1年封闭,365,2022-08-12T00:00:00,966,13.0291,0.1675,-0.0258,1.028692,-2.15,0.019267,0.003366,0.012885,0.011761,0.021247,0.005445,-0.005951,0.008022,-0.091311,0.0083,0.0357,in_range,ev_live_snapshot_WP0072_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0073,悦享固收纯固收样例073,现金优选,纯固收,个金,R2,日开,1,2023-11-24T00:00:00,497,20.9895,0.3627,0.6738,1.03744,12.23,0.012314,-0.004633,-0.010031,-0.004368,0.016572,-0.007409,-0.018752,0.02148,-0.357805,0.0213,0.0407,below_lower,ev_live_snapshot_WP0073_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0074,全球配置固收增强样例074,持有期增强,固收增强,私银,R2,7天,7,2022-04-15T00:00:00,1085,18.6228,-0.0474,-0.2148,0.996899,-5.38,0.000849,-0.00123,0.011699,0.024428,-0.003759,0.01006,-0.068655,0.038286,-0.500211,0.0288,0.0552,below_lower,ev_live_snapshot_WP0074_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0075,封闭精选多资产样例075,多元配置,多资产,对公,R3,14天,14,2023-11-03T00:00:00,518,5.8793,0.2513,0.4325,1.134581,-2.61,0.163355,0.001614,0.004323,0.067891,0.166935,0.006426,-0.020956,0.060693,2.36197,0.0356,0.0684,above_upper,ev_live_snapshot_WP0075_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0076,持有期增强混合类样例076,持有期增强,混合类,直销,R3,21天,21,2023-01-06T00:00:00,819,16.7544,-0.1424,0.2755,1.228731,-2.41,0.199992,0.021538,-0.007097,0.014996,0.200997,0.009788,-0.048173,0.119338,1.508258,0.0458,0.0642,above_upper,ev_live_snapshot_WP0076_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0077,封闭精选QDII样例077,封闭精选,QDII,百信,R3,30天,30,2023-07-07T00:00:00,637,7.7952,-0.1665,-0.0776,1.17716,7.61,0.245755,0.008107,-0.046391,0.062952,0.249775,0.005229,-0.068444,0.174702,1.292226,0.0486,0.0674,above_upper,ev_live_snapshot_WP0077_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0078,稳健添利现金管理样例078,悦享固收,现金管理,交行,R1,60天,60,2023-04-21T00:00:00,714,6.6291,0.2437,0.2688,1.034509,-1.53,0.027102,0.002095,0.00725,0.012582,0.027168,0.003065,-0.001001,0.003437,2.066133,0.0031,0.0329,in_range,ev_live_snapshot_WP0078_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0079,悦享固收封闭式样例079,持有期增强,封闭式,厦门银行,R3,90天,90,2022-09-16T00:00:00,931,18.6491,-0.158,-0.1678,0.923225,9.34,-0.077188,-0.004581,-0.019932,-0.029323,-0.078377,-0.021948,-0.105996,0.064943,-1.496514,0.0231,0.0569,below_lower,ev_live_snapshot_WP0079_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0080,全球配置最短持有期型样例080,现金优选,最短持有期型,邮惠万家,R3,120天,120,2022-12-30T00:00:00,826,13.9673,-0.1668,-0.1763,1.067612,16.53,0.066104,0.017821,0.030857,0.024674,0.065092,0.016926,-0.013656,0.024233,1.902522,0.0194,0.0526,above_upper,ev_live_snapshot_WP0080_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0081,封闭精选日开型样例081,悦享固收,日开型,个金,R2,180天,180,2022-07-29T00:00:00,980,16.6128,0.0804,0.2059,1.023989,-4.59,0.030895,0.001437,0.001849,0.009843,0.027517,0.003241,-0.005663,0.006729,1.619145,0.0138,0.0302,above_upper,ev_live_snapshot_WP0081_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0082,封闭精选纯固收样例082,悦享固收,纯固收,私银,R2,270天,270,2023-12-01T00:00:00,490,1.1413,-0.0379,-0.2206,0.988332,-13.62,-0.010019,0.003187,0.018716,0.018268,-0.006869,0.008789,-0.03202,0.017383,-1.72693,0.0234,0.0386,below_lower,ev_live_snapshot_WP0082_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0083,现金优选固收增强样例083,封闭精选,固收增强,对公,R3,360天,360,2022-04-15T00:00:00,1085,18.5688,-0.0211,-0.1038,1.124475,8.81,0.090671,0.012088,0.036112,0.035222,0.093073,0.018758,-0.022427,0.038965,1.813691,0.0311,0.0529,above_upper,ev_live_snapshot_WP0083_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0084,全球配置多资产样例084,全球配置,多资产,直销,R3,1年封闭,365,2023-06-23T00:00:00,651,15.4714,0.0051,-0.1205,1.032614,-1.94,0.043339,0.023192,0.036814,0.028532,0.041478,0.027002,-0.069482,0.059759,0.390557,0.0434,0.0606,below_lower,ev_live_snapshot_WP0084_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0085,悦享固收混合类样例085,悦享固收,混合类,百信,R4,日开,1,2024-03-29T00:00:00,371,9.0971,0.1094,-0.1759,0.932425,-1.29,-0.058079,0.013579,0.033258,-0.030378,-0.060317,0.019865,-0.117355,0.069085,-1.130175,0.0464,0.0636,below_lower,ev_live_snapshot_WP0085_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0086,多元配置QDII样例086,多元配置,QDII,交行,R3,7天,7,2023-08-18T00:00:00,595,9.4978,-0.313,-0.5091,1.013493,8.91,0.017478,-0.003962,0.030045,0.037913,0.02095,-0.019736,-0.107671,0.096281,-0.026193,0.0419,0.0741,below_lower,ev_live_snapshot_WP0086_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0087,悦享固收现金管理样例087,悦享固收,现金管理,厦门银行,R1,14天,14,2022-07-29T00:00:00,980,23.2273,0.2232,0.4086,1.032492,5.14,0.022916,0.002159,0.008336,0.01107,0.024668,0.002588,-0.001561,0.00325,0.897139,0.0021,0.0339,in_range,ev_live_snapshot_WP0087_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0088,封闭精选封闭式样例088,封闭精选,封闭式,邮惠万家,R4,21天,21,2022-01-28T00:00:00,1162,1.335,0.3265,0.5575,1.005915,17.09,0.001855,0.010275,0.001956,0.004886,0.001825,0.02014,-0.041428,0.05268,-0.344428,0.0269,0.0531,below_lower,ev_live_snapshot_WP0088_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0089,封闭精选最短持有期型样例089,多元配置,最短持有期型,个金,R3,30天,30,2024-03-01T00:00:00,399,3.6349,0.1446,0.3317,1.078414,-5.45,0.086717,0.002939,0.031845,0.032085,0.090272,0.013652,-0.007995,0.02696,2.474644,0.0245,0.0475,above_upper,ev_live_snapshot_WP0089_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0090,现金优选日开型样例090,全球配置,日开型,私银,R2,60天,60,2023-04-28T00:00:00,707,18.6822,0.0138,0.25,1.026751,-9.25,0.020121,-0.000156,0.003765,0.011619,0.02445,-0.000266,-0.004006,0.004799,0.025115,0.0072,0.0368,in_range,ev_live_snapshot_WP0090_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0091,多元配置纯固收样例091,全球配置,纯固收,对公,R2,90天,90,2023-08-04T00:00:00,609,34.2604,0.333,0.4134,1.050522,14.15,0.038202,-0.002575,-0.015317,0.010164,0.037442,-0.002676,-0.012166,0.017217,1.057223,0.0214,0.0406,in_range,ev_live_snapshot_WP0091_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0092,封闭精选固收增强样例092,封闭精选,固收增强,直销,R2,120天,120,2022-12-23T00:00:00,833,5.05,0.1082,0.5402,1.121262,1.97,0.124493,0.034281,0.026885,0.076597,0.124131,0.033323,-0.032343,0.05455,1.915549,0.0339,0.0501,above_upper,ev_live_snapshot_WP0092_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0093,悦享固收多资产样例093,封闭精选,多资产,百信,R3,180天,180,2022-11-25T00:00:00,861,19.6466,0.0591,0.4448,1.045524,-15.53,0.015462,0.011488,0.020245,0.006563,0.015009,0.034137,-0.060554,0.08664,-0.052381,0.0352,0.0688,below_lower,ev_live_snapshot_WP0093_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0094,悦享固收混合类样例094,悦享固收,混合类,交行,R4,270天,270,2024-02-02T00:00:00,427,7.776,0.4416,0.4544,0.905572,6.11,-0.081457,-0.03556,-0.025883,-0.040405,-0.081524,-0.040451,-0.126977,0.101072,-1.003808,0.047,0.063,below_lower,ev_live_snapshot_WP0094_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0095,稳健添利QDII样例095,全球配置,QDII,厦门银行,R3,360天,360,2022-03-11T00:00:00,1120,10.7773,0.0954,0.2922,1.187536,-9.59,0.126341,0.040851,-0.043841,-0.023592,0.124439,0.019271,-0.114217,0.126225,0.842473,0.0519,0.0641,above_upper,ev_live_snapshot_WP0095_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0096,悦享固收现金管理样例096,稳健添利,现金管理,邮惠万家,R1,1年封闭,365,2022-06-03T00:00:00,1036,9.6987,-0.0955,0.4801,1.016741,7.38,0.011611,0.00208,-0.001908,0.006771,0.01441,0.002574,-0.002295,0.00336,-2.497036,0.0028,0.0332,in_range,ev_live_snapshot_WP0096_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
